task_id,n_human,n_codeit,dtw_mean_vs_mean,human_bootstrap_ci_lo,human_bootstrap_ci_hi,seed,condition
195ba7dc,3,470,5.006285072951728,0.6181818181818732,13.97418630751954,17,method2
0c9aba6e,1,462,10.876683501683493,10.876683501683493,10.876683501683493,17,method2
7039b2d7,8,1,0.96540404040404,0.38395622895622944,4.893465909090913,17,method2
d19f7514,4,467,2.999368686868729,0.3986742424242425,24.009890572390567,17,method2
070dd51e,9,493,4.883675645342344,3.1099930555555884,16.80947993827149,17,method2
59341089,9,541,0.9998181882723298,0.5372057070327095,3.478521867484644,17,method2
f0df5ff0,7,479,3.3272692059609272,2.605920966968265,7.271257399524587,17,method2
66f2d22f,4,493,12.237463924963956,1.4822352994227959,46.743145743145625,17,method2
903d1b4a,15,1,5.159198758417504,2.260034459175086,12.079850457702017,17,method2
929ab4e9,2,47,6.9421647025813735,6.9421647025813735,16.598309483726155,17,method2
be03b35f,7,449,1.5974025974026314,0.3113275613275772,5.5885732323232995,17,method2
0c786b71,8,331,2.931397306397311,0.3197318234427651,12.448703835227315,17,method2
ed98d772,3,47,3.324728769173215,0.5880097268986216,13.044051627384954,17,method2
27f8ce4f,2,83,4.06964708816561,4.06964708816561,6.2143658810325535,17,method2
67b4a34d,4,624,1.81092171717175,0.3156131628787891,13.666564078282729,17,method2
5d2a5c43,2,425,11.264730639730614,5.41077441077441,22.64983164983164,17,method2
e66aafb8,10,551,3.040322360528071,1.5770087851697068,11.809436490331803,17,method2
e7639916,8,478,2.1848294952373712,1.4791061260334568,4.836538452104556,17,method2
f5aa3634,12,565,44.334975244082905,35.09608556372477,57.75229952859469,17,method2
84db8fc4,2,534,12.617020202020143,0.2573737373738606,49.25747474747467,17,method2
00576224,5,581,1.2811441050396484,0.3100440796374143,9.117494325546417,17,method2
84f2aca1,7,450,5.014991674991607,1.7820845820845481,17.14829210912551,17,method2
833dafe3,9,243,2.218521213939803,1.966775563310573,6.8413371473544915,17,method2
