task_id,pair,group1,group2,baseline_group,dtw_median_curves,dtw_ci_lo,dtw_ci_hi,l2_median_curves
e78887d1,pair3,human_success,human_failed,A,21.4296,10.9501,47.0823,2.6499
e7a25a18,pair3,human_success,human_failed,A,33.9946,,,4.5693
e7b06bea,pair3,human_success,human_failed,B,64.8768,35.6499,140.3633,7.2292
e7dd8335,pair3,human_success,human_failed,B,722.8308,,,78.5829
e872b94a,pair1,human_success,codeit_success,A,10.6166,5.7065,27.1115,2.7908
e872b94a,pair2,human_failed,codeit_failed,A,0.0,0.0,0.0,0.0
e872b94a,pair3,human_success,human_failed,A,25.2525,8.7576,50.0,4.1236
e872b94a,pair4,codeit_success,codeit_failed,A,45.8691,,,6.1708
e88171ec,pair3,human_success,human_failed,B,2049.4048,,,216.9422
e95e3d8e,pair3,human_success,human_failed,B,400.887,,,43.7436
e99362f0,pair3,human_success,human_failed,A,13.6752,,,2.0702
e9ac8c9e,pair3,human_success,human_failed,B,66.5131,,,7.4582
e9b4f6fc,pair2,human_failed,codeit_failed,A,57.7842,,,5.9576
e9b4f6fc,pair3,human_success,human_failed,A,44.1778,,,5.4424
e9bb6954,pair2,human_failed,codeit_failed,B,45.6954,,,8.401
e9bb6954,pair3,human_success,human_failed,B,71.2748,,,8.6263
e9c9d9a1,pair3,human_success,human_failed,B,132.7101,,,14.0715
ea959feb,pair3,human_success,human_failed,B,23.9281,,,8.2942
ea9794b1,pair1,human_success,codeit_success,A,20.477,,,3.4743
ea9794b1,pair2,human_failed,codeit_failed,A,15.7962,11.4038,29.3847,2.3904
ea9794b1,pair3,human_success,human_failed,A,21.115,,,2.9437
ea9794b1,pair4,codeit_success,codeit_failed,A,4.6333,,,1.0451
ecaa0ec1,pair3,human_success,human_failed,B,51.6968,,,14.7058
ed74f2f2,pair1,human_success,codeit_success,A,11.6968,4.8323,11.6968,2.311
ed74f2f2,pair2,human_failed,codeit_failed,A,12.7628,,,1.4836
ed74f2f2,pair3,human_success,human_failed,A,50.5255,,,5.7634
ed74f2f2,pair4,codeit_success,codeit_failed,A,17.0921,,,2.9067
ed98d772,pair1,human_success,codeit_success,A,49.4644,,,6.4449
ed98d772,pair2,human_failed,codeit_failed,A,42.1126,21.8585,53.586,5.0569
ed98d772,pair3,human_success,human_failed,A,14.6453,,,2.2153
ed98d772,pair4,codeit_success,codeit_failed,A,0.3962,,,0.2699
ef26cbf6,pair3,human_success,human_failed,B,39.593,,,6.9576
f0afb749,pair2,human_failed,codeit_failed,A,27.1348,,,3.4342
f0afb749,pair3,human_success,human_failed,A,36.5158,,,4.1992
f0df5ff0,pair1,human_success,codeit_success,B,134.8548,134.6188,140.495,18.7829
f0df5ff0,pair2,human_failed,codeit_failed,B,34.784,,,5.3448
f0df5ff0,pair3,human_success,human_failed,B,53.0575,,,7.1391
f0df5ff0,pair4,codeit_success,codeit_failed,B,102.2293,,,14.0842
f21745ec,pair3,human_success,human_failed,B,58.7822,,,8.1391
f3b10344,pair3,human_success,human_failed,B,126.2024,,,20.8213
f3cdc58f,pair3,human_success,human_failed,B,40.206,,,5.6136
f3e62deb,pair2,human_failed,codeit_failed,B,11.0162,,,1.8781
f3e62deb,pair3,human_success,human_failed,B,66.0942,,,9.2428
f4081712,pair1,human_success,codeit_success,A,14.2861,9.6597,18.1996,2.9468
f4081712,pair2,human_failed,codeit_failed,A,9.9858,,,2.0059
f4081712,pair3,human_success,human_failed,A,43.7173,,,5.3974
f4081712,pair4,codeit_success,codeit_failed,A,10.4994,,,2.6204
f5aa3634,pair1,human_success,codeit_success,A,1.3185,1.1788,7.2654,0.9778
f5aa3634,pair2,human_failed,codeit_failed,A,0.0,,,0.0
f5aa3634,pair3,human_success,human_failed,A,37.0973,,,5.2424
f5aa3634,pair4,codeit_success,codeit_failed,A,43.8679,,,5.9466
f5c89df1,pair3,human_success,human_failed,B,48.0757,,,8.1521
f823c43c,pair3,human_success,human_failed,B,50.5533,,,6.5796
f83cb3f6,pair3,human_success,human_failed,B,40.2193,,,10.9709
f8be4b64,pair3,human_success,human_failed,B,19.0605,,,3.1634
f9a67cb5,pair3,human_success,human_failed,B,47.1448,,,6.1695
f9d67f8b,pair3,human_success,human_failed,B,65.3958,,,8.8307
fafd9572,pair3,human_success,human_failed,B,51.2184,,,6.6593
fb791726,pair3,human_success,human_failed,A,47.0341,,,5.5007
fc754716,pair2,human_failed,codeit_failed,B,14.9828,,,2.2166
fc754716,pair3,human_success,human_failed,B,61.7773,,,7.1804
fd096ab6,pair3,human_success,human_failed,B,981.0302,,,113.448
fd4b2b02,pair3,human_success,human_failed,B,605.9367,,,64.6799
fe9372f3,pair3,human_success,human_failed,B,209.4149,,,24.267
fea12743,pair3,human_success,human_failed,B,50.5715,,,11.22
ff72ca3e,pair2,human_failed,codeit_failed,B,32.2225,19.6477,189.0775,4.008
ff72ca3e,pair3,human_success,human_failed,B,103.1031,20.4413,266.114,12.028
